Region,Crime_Type,Year,Qtr,No_of_Offences,Population_Num,Live_Register_Num,Mean_Disposable_Income,Rent_Rates,CPI_All_Items,CPI_Water_Electricity_Gas,GBP_per_Euro,USD_per_Euro,Sunshine_Hours,Rainfall(mm),At_Risk_of_Poverty_Rate,Consistent_Poverty_Rate,Daily_Internet_Users,Pupils_Finish_Leaving_Cert,Num_Practising_Religion,Garda’_Num,Marriages_Num,Government_Party,Tobacco_gm_per_capita,Alcohol_ltr_per_capita,Pop_In_Good_Health
Western,"Attempts/threats to murder, assaults, harassments and related offences",2004,2,426,594100,48642,33954,,2.2,4.3,0.6643,1.2138,542.1,148,25.2,6.9,,86.3,,13796,4719,Fianna F‡il,1730,13.6,82.8
Western,"Attempts/threats to murder, assaults, harassments and related offences",2004,3,424,594100,51458,33954,,2.2,4.3,0.6813,1.2218,423,253,25.2,6.9,,86.3,,13796,8168,Fianna F‡il,1730,13.6,82.8
Western,"Attempts/threats to murder, assaults, harassments and related offences",2004,4,387,594100,45809,33954,,2.2,4.3,0.695,1.3408,200.6,296.6,25.2,6.9,,86.3,,13796,5056,Fianna F‡il,1730,13.6,82.8
Western,"Attempts/threats to murder, assaults, harassments and related offences",2005,1,399,605600,46716,36667,,2.5,10.4,0.6923,1.3201,228.3,230.5,26.2,6,,84.6,,13910,2909,Fianna F‡il,1737,13.4,82.7
Western,"Attempts/threats to murder, assaults, harassments and related offences",2005,2,410,605600,45186,36667,,2.5,10.4,0.669,1.2165,528.2,239.1,26.2,6,,84.6,,13910,5130,Fianna F‡il,1737,13.4,82.7
Western,"Attempts/threats to murder, assaults, harassments and related offences",2005,3,474,605600,48473,36667,,2.5,10.4,0.6776,1.2256,412.1,196.3,26.2,6,,84.6,,13910,8220,Fianna F‡il,1737,13.4,82.7
Western,"Attempts/threats to murder, assaults, harassments and related offences",2005,4,435,605600,44030,36667,,2.5,10.4,0.6792,1.1856,213.5,248.8,26.2,6,,84.6,,13910,4464,Fianna F‡il,1737,13.4,82.7
Western,"Attempts/threats to murder, assaults, harassments and related offences",2006,1,418,610700,45181,35378,,4,16.1,0.6893,1.202,232.2,197,22.7,6.2,,84.3,504121,14969,3267,Fianna F‡il,1721,13.4,83.1
Western,"Attempts/threats to murder, assaults, harassments and related offences",2006,2,398,610700,44858,35378,,4,16.1,0.6866,1.265,569.6,176.3,22.7,6.2,,84.3,504121,14969,5094,Fianna F‡il,1721,13.4,83.1
Western,"Attempts/threats to murder, assaults, harassments and related offences",2006,3,508,610700,47233,35378,,4,16.1,0.6751,1.2727,456.4,219.3,22.7,6.2,,84.3,504121,14969,8341,Fianna F‡il,1721,13.4,83.1
Western,"Attempts/threats to murder, assaults, harassments and related offences",2006,4,607,610700,43554,35378,,4,16.1,0.6729,1.3213,227,379,22.7,6.2,,84.3,504121,14969,4139,Fianna F‡il,1721,13.4,83.1
Western,"Attempts/threats to murder, assaults, harassments and related offences",2007,1,521,623200,45926,41105,925.15,4.9,20.4,0.6802,1.3242,290.8,224.2,18.8,3.1,27,84.6,,16776,3401,Fianna F‡il,1605,13.2,84
Western,"Attempts/threats to murder, assaults, harassments and related offences",2007,2,543,623200,46145,41105,934.56,4.9,20.4,0.6756,1.3419,616.1,184.5,18.8,3.1,27,84.6,,16776,5558,Fianna F‡il,1605,13.2,84
Western,"Attempts/threats to murder, assaults, harassments and related offences",2007,3,546,623200,50135,41105,343.09,4.9,20.4,0.6889,1.3896,497.6,245.7,18.8,3.1,27,84.6,,16776,8949,Fianna F‡il,1605,13.2,84
Western,"Attempts/threats to murder, assaults, harassments and related offences",2007,4,554,623200,47096,41105,937.71,4.9,20.4,0.7206,1.457,192.3,264.6,18.8,3.1,27,84.6,,16776,4848,Fianna F‡il,1605,13.2,84
Western,"Attempts/threats to murder, assaults, harassments and related offences",2008,1,604,631300,54800,41215,905.61,4.1,9.6,0.7749,1.5527,245,384.8,17.2,4.2,34,87,,17799,3228,Fianna F‡il,1439,12.2,84.3
Western,"Attempts/threats to murder, assaults, harassments and related offences",2008,2,655,631300,59729,41215,889.36,4.1,9.6,0.7915,1.5553,593.4,195.9,17.2,4.2,34,87,,17799,5351,Fianna F‡il,1439,12.2,84.3
Western,"Attempts/threats to murder, assaults, harassments and related offences",2008,3,610,631300,70407,41215,881.06,4.1,9.6,0.7992,1.437,377,363.8,17.2,4.2,34,87,,17799,8751,Fianna F‡il,1439,12.2,84.3
Western,"Attempts/threats to murder, assaults, harassments and related offences",2008,4,600,631300,77841,41215,859.8,4.1,9.6,0.9045,1.3449,234.2,323.7,17.2,4.2,34,87,,17799,4857,Fianna F‡il,1439,12.2,84.3
Western,"Attempts/threats to murder, assaults, harassments and related offences",2009,1,576,638100,100042,40004,842.06,-4.5,-22,0.9197,1.305,263.1,200.1,14.1,5.7,40,,,17579,3450,Fianna F‡il,1360,11,83.1
Western,"Attempts/threats to murder, assaults, harassments and related offences",2009,2,562,638100,111816,40004,830.31,-4.5,-22,0.8567,1.4016,647.6,248.2,14.1,5.7,40,,,17579,5432,Fianna F‡il,1360,11,83.1
Western,"Attempts/threats to murder, assaults, harassments and related offences",2009,3,605,638100,122578,40004,819.05,-4.5,-22,0.8914,1.4562,478.5,292.3,14.1,5.7,40,,,17579,8047,Fianna F‡il,1360,11,83.1
Western,"Attempts/threats to murder, assaults, harassments and related offences",2009,4,534,638100,116076,40004,792.61,-4.5,-22,0.8997,1.4614,252.3,422.9,14.1,5.7,40,,,17579,4698,Fianna F‡il,1360,11,83.1
Western,"Attempts/threats to murder, assaults, harassments and related offences",2010,1,531,638400,121848,39398,779.39,-1,1.3,0.9016,1.3569,344.6,147.8,12.1,2.8,48,,,16544,3372,Fianna F‡il,1226,11.6,82.8
Western,"Attempts/threats to murder, assaults, harassments and related offences",2010,2,529,638400,121933,39398,773.52,-1,1.3,0.8277,1.2209,649.5,163.3,12.1,2.8,48,,,16544,4993,Fianna F‡il,1226,11.6,82.8
Western,"Attempts/threats to murder, assaults, harassments and related offences",2010,3,538,638400,127675,39398,769.07,-1,1.3,0.8399,1.3067,435.5,298.8,12.1,2.8,48,,,16544,7774,Fianna F‡il,1226,11.6,82.8
Western,"Attempts/threats to murder, assaults, harassments and related offences",2010,4,480,638400,118751,39398,758.54,-1,1.3,0.8481,1.322,255.6,235.2,12.1,2.8,48,,,16544,4455,Fianna F‡il,1226,11.6,82.8
Western,"Attempts/threats to murder, assaults, harassments and related offences",2011,1,483,640800,123038,39029,749.24,2.6,9.7,0.8665,1.3999,316.3,257.8,19.9,5.6,54,,542547,16843,3047,Fine Gael,1241,11.7,83.2
Western,"Attempts/threats to murder, assaults, harassments and related offences",2011,2,491,640800,123585,39029,748.4,2.6,9.7,0.8875,1.4388,574.9,247.6,19.9,5.6,54,,542547,16843,5015,Fine Gael,1241,11.7,83.2
Western,"Attempts/threats to murder, assaults, harassments and related offences",2011,3,527,640800,126911,39029,753.65,2.6,9.7,0.8717,1.377,332.1,176.9,19.9,5.6,54,,542547,16843,7532,Fine Gael,1241,11.7,83.2
Western,"Attempts/threats to murder, assaults, harassments and related offences",2011,4,475,640800,117644,39029,750.05,2.6,9.7,0.8441,1.3179,170.7,330.9,19.9,5.6,54,,542547,16843,4261,Fine Gael,1241,11.7,83.2
Western,"Attempts/threats to murder, assaults, harassments and related offences",2012,1,439,637500,119303,36785,747.2,1.7,0.6,0.8345,1.3201,259.8,225.5,17,6.9,56,,,16843,2812,Fine Gael,1163,11.5,82.7
Western,"Attempts/threats to murder, assaults, harassments and related offences",2012,2,487,637500,117915,36785,748.78,1.7,0.6,0.8058,1.2526,549.3,283.9,17,6.9,56,,,16843,5411,Fine Gael,1163,11.5,82.7
Western,"Attempts/threats to murder, assaults, harassments and related offences",2012,3,457,637500,122434,36785,776.41,1.7,0.6,0.7982,1.2856,389.4,263.8,17,6.9,56,,,16843,7712,Fine Gael,1163,11.5,82.7
Western,"Attempts/threats to murder, assaults, harassments and related offences",2012,4,425,637500,114886,36785,769.1,1.7,0.6,0.8124,1.3119,209.4,322,17,6.9,56,,,16843,4778,Fine Gael,1163,11.5,82.7
Western,"Attempts/threats to murder, assaults, harassments and related offences",2013,1,403,637900,117724,35158,763.3,0.5,0.7,0.86,1.2964,238.1,185.1,18.6,9,57,91.3,,16328,3642,Fine Gael,1026,10.6,82
Western,"Attempts/threats to murder, assaults, harassments and related offences",2013,2,398,637900,116588,35158,765.48,0.5,0.7,0.8519,1.3189,466.3,195.3,18.6,9,57,91.3,,16328,5444,Fine Gael,1026,10.6,82
Western,"Attempts/threats to murder, assaults, harassments and related offences",2013,3,451,637900,117687,35158,770.49,0.5,0.7,0.8417,1.3348,396.9,173.9,18.6,9,57,91.3,,16328,7760,Fine Gael,1026,10.6,82
Western,"Attempts/threats to murder, assaults, harassments and related offences",2013,4,420,637900,107645,35158,765.04,0.5,0.7,0.8364,1.3704,210.5,378.4,18.6,9,57,91.3,,16328,4924,Fine Gael,1026,10.6,82
Western,"Attempts/threats to murder, assaults, harassments and related offences",2014,1,392,637100,108311,37045,764.11,0.2,0,0.8317,1.3823,208,456.6,20.9,8.6,60,,,16329,3624,Fine Gael,982,11,82.5
Western,"Attempts/threats to murder, assaults, harassments and related offences",2014,2,454,637100,106727,37045,770.9,0.2,0,0.8041,1.3592,526.9,169.1,20.9,8.6,60,,,16329,5567,Fine Gael,982,11,82.5
Western,"Attempts/threats to murder, assaults, harassments and related offences",2014,3,435,637100,106089,37045,792.1,0.2,0,0.7911,1.2901,413.5,199.6,20.9,8.6,60,,,16329,8048,Fine Gael,982,11,82.5
Western,"Attempts/threats to murder, assaults, harassments and related offences",2014,4,521,637100,96802,37045,791.26,0.2,0,0.7883,1.2331,202.6,347.7,20.9,8.6,60,,,16329,4956,Fine Gael,982,11,82.5
Western,"Attempts/threats to murder, assaults, harassments and related offences",2015,1,445,635500,96854,,796.72,-0.3,1.5,0.7236,1.0838,231.5,324.3,,,59,,,15947,3665,Fine Gael,,,
Western,"Attempts/threats to murder, assaults, harassments and related offences",2015,2,464,635500,94431,,808.82,-0.3,1.5,0.7208,1.1213,588.1,201.8,,,59,,,15947,5516,Fine Gael,,,
Western,"Attempts/threats to murder, assaults, harassments and related offences",2015,3,517,635500,95672,,830.6,-0.3,1.5,0.7313,1.1221,386.5,264,,,59,,,15947,8248,Fine Gael,,,
Western,"Attempts/threats to murder, assaults, harassments and related offences",2015,4,518,635500,86706,,832.94,-0.3,1.5,0.726,1.0877,168.9,473.5,,,59,,,15947,4857,Fine Gael,,,
Western,Dangerous or negligent acts,2003,1,328,589100,51406,,,3.5,-0.5,0.6825,1.0807,326.3,150.7,,,,85.7,464296,13504,2571,Fianna F‡il,2076,13.5,
Western,Dangerous or negligent acts,2003,2,363,589100,51714,,,3.5,-0.5,0.7022,1.1663,531.6,240.3,,,,85.7,464296,13504,4827,Fianna F‡il,2076,13.5,
Western,Dangerous or negligent acts,2003,3,401,589100,54186,,,3.5,-0.5,0.6969,1.1222,421,124.9,,,,85.7,464296,13504,7996,Fianna F‡il,2076,13.5,
Western,Dangerous or negligent acts,2003,4,381,589100,49596,,,3.5,-0.5,0.702,1.2286,255.8,256.2,,,,85.7,464296,13504,4908,Fianna F‡il,2076,13.5,
Western,Dangerous or negligent acts,2004,1,346,594100,50298,33954,,2.2,4.3,0.6712,1.2262,330.9,204.6,25.2,6.9,,86.3,,13796,2676,Fianna F‡il,1730,13.6,82.8
Western,Dangerous or negligent acts,2004,2,331,594100,48642,33954,,2.2,4.3,0.6643,1.2138,542.1,148,25.2,6.9,,86.3,,13796,4719,Fianna F‡il,1730,13.6,82.8
Western,Dangerous or negligent acts,2004,3,370,594100,51458,33954,,2.2,4.3,0.6813,1.2218,423,253,25.2,6.9,,86.3,,13796,8168,Fianna F‡il,1730,13.6,82.8
Western,Dangerous or negligent acts,2004,4,405,594100,45809,33954,,2.2,4.3,0.695,1.3408,200.6,296.6,25.2,6.9,,86.3,,13796,5056,Fianna F‡il,1730,13.6,82.8
Western,Dangerous or negligent acts,2005,1,383,605600,46716,36667,,2.5,10.4,0.6923,1.3201,228.3,230.5,26.2,6,,84.6,,13910,2909,Fianna F‡il,1737,13.4,82.7
Western,Dangerous or negligent acts,2005,2,391,605600,45186,36667,,2.5,10.4,0.669,1.2165,528.2,239.1,26.2,6,,84.6,,13910,5130,Fianna F‡il,1737,13.4,82.7
Western,Dangerous or negligent acts,2005,3,394,605600,48473,36667,,2.5,10.4,0.6776,1.2256,412.1,196.3,26.2,6,,84.6,,13910,8220,Fianna F‡il,1737,13.4,82.7
Western,Dangerous or negligent acts,2005,4,488,605600,44030,36667,,2.5,10.4,0.6792,1.1856,213.5,248.8,26.2,6,,84.6,,13910,4464,Fianna F‡il,1737,13.4,82.7
Western,Dangerous or negligent acts,2006,1,449,610700,45181,35378,,4,16.1,0.6893,1.202,232.2,197,22.7,6.2,,84.3,504121,14969,3267,Fianna F‡il,1721,13.4,83.1
Western,Dangerous or negligent acts,2006,2,564,610700,44858,35378,,4,16.1,0.6866,1.265,569.6,176.3,22.7,6.2,,84.3,504121,14969,5094,Fianna F‡il,1721,13.4,83.1
Western,Dangerous or negligent acts,2006,3,697,610700,47233,35378,,4,16.1,0.6751,1.2727,456.4,219.3,22.7,6.2,,84.3,504121,14969,8341,Fianna F‡il,1721,13.4,83.1
Western,Dangerous or negligent acts,2006,4,665,610700,43554,35378,,4,16.1,0.6729,1.3213,227,379,22.7,6.2,,84.3,504121,14969,4139,Fianna F‡il,1721,13.4,83.1
Western,Dangerous or negligent acts,2007,1,615,623200,45926,41105,925.15,4.9,20.4,0.6802,1.3242,290.8,224.2,18.8,3.1,27,84.6,,16776,3401,Fianna F‡il,1605,13.2,84
Western,Dangerous or negligent acts,2007,2,596,623200,46145,41105,934.56,4.9,20.4,0.6756,1.3419,616.1,184.5,18.8,3.1,27,84.6,,16776,5558,Fianna F‡il,1605,13.2,84
Western,Dangerous or negligent acts,2007,3,643,623200,50135,41105,343.09,4.9,20.4,0.6889,1.3896,497.6,245.7,18.8,3.1,27,84.6,,16776,8949,Fianna F‡il,1605,13.2,84
Western,Dangerous or negligent acts,2007,4,586,623200,47096,41105,937.71,4.9,20.4,0.7206,1.457,192.3,264.6,18.8,3.1,27,84.6,,16776,4848,Fianna F‡il,1605,13.2,84
Western,Dangerous or negligent acts,2008,1,609,631300,54800,41215,905.61,4.1,9.6,0.7749,1.5527,245,384.8,17.2,4.2,34,87,,17799,3228,Fianna F‡il,1439,12.2,84.3
Western,Dangerous or negligent acts,2008,2,626,631300,59729,41215,889.36,4.1,9.6,0.7915,1.5553,593.4,195.9,17.2,4.2,34,87,,17799,5351,Fianna F‡il,1439,12.2,84.3
Western,Dangerous or negligent acts,2008,3,494,631300,70407,41215,881.06,4.1,9.6,0.7992,1.437,377,363.8,17.2,4.2,34,87,,17799,8751,Fianna F‡il,1439,12.2,84.3
Western,Dangerous or negligent acts,2008,4,548,631300,77841,41215,859.8,4.1,9.6,0.9045,1.3449,234.2,323.7,17.2,4.2,34,87,,17799,4857,Fianna F‡il,1439,12.2,84.3
Western,Dangerous or negligent acts,2009,1,476,638100,100042,40004,842.06,-4.5,-22,0.9197,1.305,263.1,200.1,14.1,5.7,40,,,17579,3450,Fianna F‡il,1360,11,83.1
Western,Dangerous or negligent acts,2009,2,495,638100,111816,40004,830.31,-4.5,-22,0.8567,1.4016,647.6,248.2,14.1,5.7,40,,,17579,5432,Fianna F‡il,1360,11,83.1
Western,Dangerous or negligent acts,2009,3,426,638100,122578,40004,819.05,-4.5,-22,0.8914,1.4562,478.5,292.3,14.1,5.7,40,,,17579,8047,Fianna F‡il,1360,11,83.1
Western,Dangerous or negligent acts,2009,4,398,638100,116076,40004,792.61,-4.5,-22,0.8997,1.4614,252.3,422.9,14.1,5.7,40,,,17579,4698,Fianna F‡il,1360,11,83.1
Western,Dangerous or negligent acts,2010,1,374,638400,121848,39398,779.39,-1,1.3,0.9016,1.3569,344.6,147.8,12.1,2.8,48,,,16544,3372,Fianna F‡il,1226,11.6,82.8
Western,Dangerous or negligent acts,2010,2,404,638400,121933,39398,773.52,-1,1.3,0.8277,1.2209,649.5,163.3,12.1,2.8,48,,,16544,4993,Fianna F‡il,1226,11.6,82.8
Western,Dangerous or negligent acts,2010,3,359,638400,127675,39398,769.07,-1,1.3,0.8399,1.3067,435.5,298.8,12.1,2.8,48,,,16544,7774,Fianna F‡il,1226,11.6,82.8
Western,Dangerous or negligent acts,2010,4,331,638400,118751,39398,758.54,-1,1.3,0.8481,1.322,255.6,235.2,12.1,2.8,48,,,16544,4455,Fianna F‡il,1226,11.6,82.8
Western,Dangerous or negligent acts,2011,1,320,640800,123038,39029,749.24,2.6,9.7,0.8665,1.3999,316.3,257.8,19.9,5.6,54,,542547,16843,3047,Fine Gael,1241,11.7,83.2
Western,Dangerous or negligent acts,2011,2,293,640800,123585,39029,748.4,2.6,9.7,0.8875,1.4388,574.9,247.6,19.9,5.6,54,,542547,16843,5015,Fine Gael,1241,11.7,83.2
Western,Dangerous or negligent acts,2011,3,302,640800,126911,39029,753.65,2.6,9.7,0.8717,1.377,332.1,176.9,19.9,5.6,54,,542547,16843,7532,Fine Gael,1241,11.7,83.2
Western,Dangerous or negligent acts,2011,4,287,640800,117644,39029,750.05,2.6,9.7,0.8441,1.3179,170.7,330.9,19.9,5.6,54,,542547,16843,4261,Fine Gael,1241,11.7,83.2
Western,Dangerous or negligent acts,2012,1,256,637500,119303,36785,747.2,1.7,0.6,0.8345,1.3201,259.8,225.5,17,6.9,56,,,16843,2812,Fine Gael,1163,11.5,82.7
Western,Dangerous or negligent acts,2012,2,264,637500,117915,36785,748.78,1.7,0.6,0.8058,1.2526,549.3,283.9,17,6.9,56,,,16843,5411,Fine Gael,1163,11.5,82.7
Western,Dangerous or negligent acts,2012,3,245,637500,122434,36785,776.41,1.7,0.6,0.7982,1.2856,389.4,263.8,17,6.9,56,,,16843,7712,Fine Gael,1163,11.5,82.7
Western,Dangerous or negligent acts,2012,4,279,637500,114886,36785,769.1,1.7,0.6,0.8124,1.3119,209.4,322,17,6.9,56,,,16843,4778,Fine Gael,1163,11.5,82.7
Western,Dangerous or negligent acts,2013,1,234,637900,117724,35158,763.3,0.5,0.7,0.86,1.2964,238.1,185.1,18.6,9,57,91.3,,16328,3642,Fine Gael,1026,10.6,82
Western,Dangerous or negligent acts,2013,2,260,637900,116588,35158,765.48,0.5,0.7,0.8519,1.3189,466.3,195.3,18.6,9,57,91.3,,16328,5444,Fine Gael,1026,10.6,82
Western,Dangerous or negligent acts,2013,3,257,637900,117687,35158,770.49,0.5,0.7,0.8417,1.3348,396.9,173.9,18.6,9,57,91.3,,16328,7760,Fine Gael,1026,10.6,82
Western,Dangerous or negligent acts,2013,4,264,637900,107645,35158,765.04,0.5,0.7,0.8364,1.3704,210.5,378.4,18.6,9,57,91.3,,16328,4924,Fine Gael,1026,10.6,82
Western,Dangerous or negligent acts,2014,1,291,637100,108311,37045,764.11,0.2,0,0.8317,1.3823,208,456.6,20.9,8.6,60,,,16329,3624,Fine Gael,982,11,82.5
Western,Dangerous or negligent acts,2014,2,258,637100,106727,37045,770.9,0.2,0,0.8041,1.3592,526.9,169.1,20.9,8.6,60,,,16329,5567,Fine Gael,982,11,82.5
Western,Dangerous or negligent acts,2014,3,261,637100,106089,37045,792.1,0.2,0,0.7911,1.2901,413.5,199.6,20.9,8.6,60,,,16329,8048,Fine Gael,982,11,82.5
Western,Dangerous or negligent acts,2014,4,237,637100,96802,37045,791.26,0.2,0,0.7883,1.2331,202.6,347.7,20.9,8.6,60,,,16329,4956,Fine Gael,982,11,82.5
Western,Dangerous or negligent acts,2015,1,254,635500,96854,,796.72,-0.3,1.5,0.7236,1.0838,231.5,324.3,,,59,,,15947,3665,Fine Gael,,,
Western,Dangerous or negligent acts,2015,2,268,635500,94431,,808.82,-0.3,1.5,0.7208,1.1213,588.1,201.8,,,59,,,15947,5516,Fine Gael,,,
Western,Dangerous or negligent acts,2015,3,234,635500,95672,,830.6,-0.3,1.5,0.7313,1.1221,386.5,264,,,59,,,15947,8248,Fine Gael,,,
Western,Dangerous or negligent acts,2015,4,256,635500,86706,,832.94,-0.3,1.5,0.726,1.0877,168.9,473.5,,,59,,,15947,4857,Fine Gael,,,
Western,Kidnapping and related offences,2003,1,6,589100,51406,,,3.5,-0.5,0.6825,1.0807,326.3,150.7,,,,85.7,464296,13504,2571,Fianna F‡il,2076,13.5,
Western,Kidnapping and related offences,2003,2,1,589100,51714,,,3.5,-0.5,0.7022,1.1663,531.6,240.3,,,,85.7,464296,13504,4827,Fianna F‡il,2076,13.5,
Western,Kidnapping and related offences,2003,3,4,589100,54186,,,3.5,-0.5,0.6969,1.1222,421,124.9,,,,85.7,464296,13504,7996,Fianna F‡il,2076,13.5,
Western,Kidnapping and related offences,2003,4,1,589100,49596,,,3.5,-0.5,0.702,1.2286,255.8,256.2,,,,85.7,464296,13504,4908,Fianna F‡il,2076,13.5,
Western,Kidnapping and related offences,2004,1,0,594100,50298,33954,,2.2,4.3,0.6712,1.2262,330.9,204.6,25.2,6.9,,86.3,,13796,2676,Fianna F‡il,1730,13.6,82.8
Western,Kidnapping and related offences,2004,2,1,594100,48642,33954,,2.2,4.3,0.6643,1.2138,542.1,148,25.2,6.9,,86.3,,13796,4719,Fianna F‡il,1730,13.6,82.8
Western,Kidnapping and related offences,2004,3,2,594100,51458,33954,,2.2,4.3,0.6813,1.2218,423,253,25.2,6.9,,86.3,,13796,8168,Fianna F‡il,1730,13.6,82.8
Western,Kidnapping and related offences,2004,4,2,594100,45809,33954,,2.2,4.3,0.695,1.3408,200.6,296.6,25.2,6.9,,86.3,,13796,5056,Fianna F‡il,1730,13.6,82.8
Western,Kidnapping and related offences,2005,1,1,605600,46716,36667,,2.5,10.4,0.6923,1.3201,228.3,230.5,26.2,6,,84.6,,13910,2909,Fianna F‡il,1737,13.4,82.7
Western,Kidnapping and related offences,2005,2,2,605600,45186,36667,,2.5,10.4,0.669,1.2165,528.2,239.1,26.2,6,,84.6,,13910,5130,Fianna F‡il,1737,13.4,82.7
Western,Kidnapping and related offences,2005,3,0,605600,48473,36667,,2.5,10.4,0.6776,1.2256,412.1,196.3,26.2,6,,84.6,,13910,8220,Fianna F‡il,1737,13.4,82.7
Western,Kidnapping and related offences,2005,4,1,605600,44030,36667,,2.5,10.4,0.6792,1.1856,213.5,248.8,26.2,6,,84.6,,13910,4464,Fianna F‡il,1737,13.4,82.7
Western,Kidnapping and related offences,2006,1,2,610700,45181,35378,,4,16.1,0.6893,1.202,232.2,197,22.7,6.2,,84.3,504121,14969,3267,Fianna F‡il,1721,13.4,83.1
Western,Kidnapping and related offences,2006,2,1,610700,44858,35378,,4,16.1,0.6866,1.265,569.6,176.3,22.7,6.2,,84.3,504121,14969,5094,Fianna F‡il,1721,13.4,83.1
Western,Kidnapping and related offences,2006,3,1,610700,47233,35378,,4,16.1,0.6751,1.2727,456.4,219.3,22.7,6.2,,84.3,504121,14969,8341,Fianna F‡il,1721,13.4,83.1
Western,Kidnapping and related offences,2006,4,2,610700,43554,35378,,4,16.1,0.6729,1.3213,227,379,22.7,6.2,,84.3,504121,14969,4139,Fianna F‡il,1721,13.4,83.1
Western,Kidnapping and related offences,2007,1,2,623200,45926,41105,925.15,4.9,20.4,0.6802,1.3242,290.8,224.2,18.8,3.1,27,84.6,,16776,3401,Fianna F‡il,1605,13.2,84
Western,Kidnapping and related offences,2007,2,2,623200,46145,41105,934.56,4.9,20.4,0.6756,1.3419,616.1,184.5,18.8,3.1,27,84.6,,16776,5558,Fianna F‡il,1605,13.2,84
Western,Kidnapping and related offences,2007,3,1,623200,50135,41105,343.09,4.9,20.4,0.6889,1.3896,497.6,245.7,18.8,3.1,27,84.6,,16776,8949,Fianna F‡il,1605,13.2,84
Western,Kidnapping and related offences,2007,4,3,623200,47096,41105,937.71,4.9,20.4,0.7206,1.457,192.3,264.6,18.8,3.1,27,84.6,,16776,4848,Fianna F‡il,1605,13.2,84
Western,Kidnapping and related offences,2008,1,1,631300,54800,41215,905.61,4.1,9.6,0.7749,1.5527,245,384.8,17.2,4.2,34,87,,17799,3228,Fianna F‡il,1439,12.2,84.3
Western,Kidnapping and related offences,2008,2,1,631300,59729,41215,889.36,4.1,9.6,0.7915,1.5553,593.4,195.9,17.2,4.2,34,87,,17799,5351,Fianna F‡il,1439,12.2,84.3
Western,Kidnapping and related offences,2008,3,1,631300,70407,41215,881.06,4.1,9.6,0.7992,1.437,377,363.8,17.2,4.2,34,87,,17799,8751,Fianna F‡il,1439,12.2,84.3
